time,open,high,low,close,volume,change
2023-12-07,81.56,81.73,79.59,80.88,3765052,Giảm
2023-12-08,80.88,81.56,80.19,80.79,1747729,Giảm
2023-12-11,81.9,82.08,81.13,81.48,1567612,Giảm
2023-12-12,81.82,83.02,81.73,83.02,4090519,Tăng
2023-12-13,83.53,83.53,81.65,81.65,2152046,Giảm
2023-12-14,82.16,82.68,81.65,82.5,1715423,Tăng
2023-12-15,82.5,82.59,81.48,82.5,1477484,Giảm
2023-12-18,82.25,82.5,80.36,80.62,2269177,Giảm
2023-12-19,80.53,81.13,80.28,81.13,1253010,Tăng
2023-12-20,80.88,81.48,80.7,81.22,1351472,Tăng
2023-12-21,81.13,81.56,80.62,81.56,1758872,Tăng
2023-12-22,81.48,81.56,80.96,81.13,1276887,Giảm
2023-12-25,81.39,82.5,81.3,82.33,2019931,Tăng
2023-12-26,82.76,84.56,82.68,83.36,3364283,Tăng
2023-12-27,83.53,83.88,83.1,83.1,1359748,Giảm
2023-12-28,83.19,83.19,82.59,82.85,1199164,Giảm
2023-12-29,82.85,83.19,82.42,82.42,1869204,Giảm
2024-01-02,83.1,83.1,82.08,82.25,1717109,Giảm
2024-01-03,81.99,82.76,81.82,82.59,1439581,Tăng
2024-01-04,82.59,84.39,82.5,83.36,2978466,Tăng
2024-01-05,83.45,83.62,82.76,83.53,1140908,Tăng
2024-01-08,83.53,84.31,83.28,83.45,1446808,Giảm
2024-01-09,83.45,83.45,82.85,82.85,1213774,Giảm
2024-01-10,82.93,83.1,81.05,81.22,3309732,Giảm
2024-01-11,81.22,81.82,81.22,81.48,1373914,Tăng
2024-01-12,81.3,81.99,80.7,81.22,2602405,Giảm
2024-01-15,81.48,82.25,81.39,81.82,1315058,Tăng
2024-01-16,81.22,82.08,81.22,82.08,811904,Tăng
2024-01-17,81.99,82.33,81.48,82.08,1416305,Tăng
2024-01-18,82.08,82.33,81.65,81.99,1139263,Giảm
2024-01-19,82.33,83.1,82.08,82.59,1495663,Tăng
2024-01-22,83.02,83.02,82.16,82.68,1110387,Giảm
2024-01-23,82.42,82.68,81.82,81.99,1482899,Giảm
2024-01-24,82.16,82.16,81.39,81.48,1725114,Giảm
